NU_ANO_CENSO;ID_TURMA;NO_TURMA;TX_HR_INICIAL;TX_MI_INICIAL;NU_DURACAO_TURMA;NU_MATRICULAS;TP_MEDIACAO_DIDATICO_PEDAGO;IN_ESPECIAL_EXCLUSIVA;IN_REGULAR;IN_EJA;IN_PROFISSIONALIZANTE;TP_ETAPA_ENSINO;CO_CURSO_EDUC_PROFISSIONAL;TP_TIPO_TURMA;IN_MAIS_EDUCACAO;NU_DIAS_ATIVIDADE;IN_DIA_SEMANA_DOMINGO;IN_DIA_SEMANA_SEGUNDA;IN_DIA_SEMANA_TERCA;IN_DIA_SEMANA_QUARTA;IN_DIA_SEMANA_QUINTA;IN_DIA_SEMANA_SEXTA;IN_DIA_SEMANA_SABADO;CO_TIPO_ATIVIDADE_1;CO_TIPO_ATIVIDADE_2;CO_TIPO_ATIVIDADE_3;CO_TIPO_ATIVIDADE_4;CO_TIPO_ATIVIDADE_5;CO_TIPO_ATIVIDADE_6;IN_BRAILLE;IN_RECURSOS_BAIXA_VISAO;IN_PROCESSOS_MENTAIS;IN_ORIENTACAO_MOBILIDADE;IN_SINAIS;IN_COMUNICACAO_ALT_AUMENT;IN_ENRIQ_CURRICULAR;IN_SOROBAN;IN_INFORMATICA_ACESSIVEL;IN_PORT_ESCRITA;IN_AUTONOMIA_ESCOLAR;IN_DISC_QUIMICA;IN_DISC_FISICA;IN_DISC_MATEMATICA;IN_DISC_BIOLOGIA;IN_DISC_CIENCIAS;IN_DISC_LINGUA_PORTUGUESA;IN_DISC_LINGUA_INGLES;IN_DISC_LINGUA_ESPANHOL;IN_DISC_LINGUA_FRANCES;IN_DISC_LINGUA_OUTRA;IN_DISC_LINGUA_INDIGENA;IN_DISC_ARTES;IN_DISC_EDUCACAO_FISICA;IN_DISC_HISTORIA;IN_DISC_GEOGRAFIA;IN_DISC_FILOSOFIA;IN_DISC_ENSINO_RELIGIOSO;IN_DISC_ESTUDOS_SOCIAIS;IN_DISC_SOCIOLOGIA;IN_DISC_EST_SOCIAIS_SOCIOLOGIA;IN_DISC_INFORMATICA_COMPUTACAO;IN_DISC_PROFISSIONALIZANTE;IN_DISC_ATENDIMENTO_ESPECIAIS;IN_DISC_DIVER_SOCIO_CULTURAL;IN_DISC_LIBRAS;IN_DISC_PEDAGOGICAS;IN_DISC_OUTRAS;CO_ENTIDADE;CO_REGIAO;CO_MESORREGIAO;CO_MICRORREGIAO;CO_UF;CO_MUNICIPIO;CO_DISTRITO;TP_DEPENDENCIA;TP_LOCALIZACAO;TP_CATEGORIA_ESCOLA_PRIVADA;IN_CONVENIADA_PP;TP_CONVENIO_PODER_PUBLICO;IN_MANT_ESCOLA_PRIVADA_EMP;IN_MANT_ESCOLA_PRIVADA_ONG;IN_MANT_ESCOLA_PRIVADA_SIND;IN_MANT_ESCOLA_PRIVADA_SIST_S;IN_MANT_ESCOLA_PRIVADA_S_FINS;TP_REGULAMENTACAO;TP_LOCALIZACAO_DIFERENCIADA;IN_EDUCACAO_INDIGENA
2016;2977943;"4ºAM";08;00;240;25;1;0;1;0;0;17;"";0;"";5;0;1;1;1;1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1;"";1;1;1;0;0;0;0;1;1;1;1;0;1;0;"";0;0;"";"";"";0;"";0;15561038;1;1503;15007;15;1501402;150140205;4;1;1;0;"";1;0;0;0;0;1;0;0
2016;5490082;"4ºANOTARDE";13;30;270;7;1;0;1;0;0;17;"";0;"";5;0;1;1;1;1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1;"";1;1;1;0;0;0;0;1;1;1;1;0;1;0;"";0;0;"";"";"";0;"";0;15561038;1;1503;15007;15;1501402;150140205;4;1;1;0;"";1;0;0;0;0;1;0;0
2016;2977676;"5ºAM";08;00;240;23;1;0;1;0;0;18;"";0;"";5;0;1;1;1;1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1;"";1;1;1;0;0;0;0;1;1;1;1;0;1;0;"";0;0;"";"";"";0;"";0;15561038;1;1503;15007;15;1501402;150140205;4;1;1;0;"";1;0;0;0;0;1;0;0
2016;6090834;"4º ANO";07;30;240;12;1;0;1;0;0;17;"";0;"";5;0;1;1;1;1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1;"";1;1;1;0;0;0;0;1;1;1;1;0;0;0;"";0;0;"";"";"";0;"";1;15042359;1;1503;15007;15;1501402;150140205;4;1;1;0;"";1;0;0;0;0;2;0;0
2016;6081013;"4ºANO16";07;30;240;6;1;0;1;0;0;17;"";0;"";5;0;1;1;1;1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1;"";1;1;1;0;0;0;0;1;1;1;1;0;1;0;"";0;0;"";"";"";0;"";0;15140571;1;1503;15007;15;1501402;150140260;4;1;1;0;"";1;0;0;0;0;1;0;0
2016;6097131;"7º ANO";07;30;285;38;1;0;1;0;0;20;"";0;"";5;0;1;1;1;1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;1;0;1;1;1;0;0;0;0;1;1;1;1;0;0;"";0;0;0;"";"";"";0;"";1;15042359;1;1503;15007;15;1501402;150140205;4;1;1;0;"";1;0;0;0;0;2;0;0
2016;6090772;"2º ANO";07;30;240;20;1;0;1;0;0;15;"";0;"";5;0;1;1;1;1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1;"";1;1;1;0;0;0;0;1;1;1;1;0;0;0;"";0;0;"";"";"";0;"";1;15042359;1;1503;15007;15;1501402;150140205;4;1;1;0;"";1;0;0;0;0;2;0;0
2016;5969694;"JARDIM I - A";07;30;210;10;1;0;1;0;0;2;"";0;"";5;0;1;1;1;1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";15138909;1;1503;15007;15;1501402;150140205;4;1;1;0;"";1;0;0;0;0;2;0;0
2016;5964148;"JARDIM II - A";07;30;210;15;1;0;1;0;0;2;"";0;"";5;0;1;1;1;1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";15138909;1;1503;15007;15;1501402;150140205;4;1;1;0;"";1;0;0;0;0;2;0;0
2016;23787;F1M901;07;30;240;21;1;0;1;0;0;14;"";0;"";5;0;1;1;1;1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1;"";1;1;1;0;0;0;0;1;1;0;0;0;1;1;"";1;0;"";"";"";0;"";0;15138909;1;1503;15007;15;1501402;150140205;4;1;1;0;"";1;0;0;0;0;2;0;0
2016;23788;F2M901;07;30;240;18;1;0;1;0;0;15;"";0;"";5;0;1;1;1;1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1;"";1;1;1;0;0;0;0;1;1;0;0;0;1;1;"";1;0;"";"";"";0;"";0;15138909;1;1503;15007;15;1501402;150140205;4;1;1;0;"";1;0;0;0;0;2;0;0
2016;23789;F3M901;07;30;240;22;1;0;1;0;0;16;"";0;"";5;0;1;1;1;1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1;"";1;1;1;0;0;0;0;1;1;0;0;0;1;1;"";1;0;"";"";"";0;"";0;15138909;1;1503;15007;15;1501402;150140205;4;1;1;0;"";1;0;0;0;0;2;0;0
2016;5972824;F4T901;13;30;240;8;1;0;1;0;0;17;"";0;"";5;0;1;1;1;1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1;"";1;1;1;0;0;0;0;1;1;0;0;0;1;1;"";1;0;"";"";"";0;"";0;15138909;1;1503;15007;15;1501402;150140205;4;1;1;0;"";1;0;0;0;0;2;0;0
2016;5974553;F5T901;13;30;240;15;1;0;1;0;0;18;"";0;"";5;0;1;1;1;1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1;"";1;1;1;0;0;0;0;1;1;0;0;0;1;1;"";1;0;"";"";"";0;"";0;15138909;1;1503;15007;15;1501402;150140205;4;1;1;0;"";1;0;0;0;0;2;0;0
2016;25179;"7º ANO A";07;00;300;48;1;0;1;0;0;20;"";0;"";5;0;1;1;1;1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;1;0;1;1;1;0;0;0;0;1;1;1;1;0;0;"";0;0;0;"";"";"";0;"";1;15577708;1;1503;15007;15;1501402;150140260;4;1;1;0;"";1;0;0;0;0;1;0;0
2016;5955261;"9º ANO A";07;00;300;45;1;0;1;0;0;41;"";0;"";5;0;1;1;1;1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1;1;1;1;0;1;1;1;0;0;0;1;1;1;1;0;0;"";0;0;0;"";"";"";0;"";1;15577708;1;1503;15007;15;1501402;150140260;4;1;1;0;"";1;0;0;0;0;1;0;0
2016;726983;"3º ANO A";07;00;300;127;1;0;1;0;0;27;"";0;"";6;0;1;1;1;1;1;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1;1;1;1;"";1;1;1;0;0;0;0;1;1;1;1;0;"";1;1;0;"";"";"";0;"";0;15577708;1;1503;15007;15;1501402;150140260;4;1;1;0;"";1;0;0;0;0;1;0;0
2016;727158;"3º ANO C";13;00;300;55;1;0;1;0;0;27;"";0;"";6;0;1;1;1;1;1;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1;1;1;1;"";1;1;1;0;0;0;0;1;1;1;1;0;"";1;1;0;"";"";"";0;"";0;15577708;1;1503;15007;15;1501402;150140260;4;1;1;0;"";1;0;0;0;0;1;0;0
2016;6089995;"8 ANO TARDE";13;30;285;28;1;0;1;0;0;21;"";0;"";5;0;1;1;1;1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;1;0;1;1;1;0;0;0;0;1;1;1;1;0;0;"";0;0;1;"";"";"";0;"";1;15157393;1;1503;15007;15;1501402;150140205;4;1;1;0;"";1;0;0;0;0;1;0;0
2016;6089935;"5 ANO MANHA";07;30;240;18;1;0;1;0;0;18;"";0;"";5;0;1;1;1;1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1;"";1;1;1;0;0;0;0;1;1;1;1;0;1;0;"";0;1;"";"";"";0;"";0;15157393;1;1503;15007;15;1501402;150140205;4;1;1;0;"";1;0;0;0;0;1;0;0
2016;5973371;"6º ANO A";07;00;300;46;1;0;1;0;0;19;"";0;"";5;0;1;1;1;1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;1;0;1;1;1;0;0;0;0;1;1;1;1;0;0;"";0;0;0;"";"";"";0;"";1;15577708;1;1503;15007;15;1501402;150140260;4;1;1;0;"";1;0;0;0;0;1;0;0
2016;727050;"1º ANO A";07;00;300;100;1;0;1;0;0;25;"";0;"";5;0;1;1;1;1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1;1;1;1;"";1;1;1;0;0;0;1;1;1;1;1;0;"";1;1;0;"";"";"";0;"";0;15577708;1;1503;15007;15;1501402;150140260;4;1;1;0;"";1;0;0;0;0;1;0;0
2016;727052;"2º ANO A";07;00;300;108;1;0;1;0;0;26;"";0;"";5;0;1;1;1;1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1;1;1;1;"";1;1;1;0;0;0;0;1;1;1;1;0;"";1;1;0;"";"";"";0;"";0;15577708;1;1503;15007;15;1501402;150140260;4;1;1;0;"";1;0;0;0;0;1;0;0
2016;214107;"9º ANO B";07;00;300;45;1;0;1;0;0;41;"";0;"";5;0;1;1;1;1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1;1;1;1;0;1;1;1;0;0;0;1;1;1;1;0;0;"";0;0;0;"";"";"";0;"";1;15567672;1;1503;15007;15;1501402;150140205;4;1;1;0;"";1;0;0;0;0;1;0;0
2016;295947;"1º ANO B";07;00;300;62;1;0;1;0;0;25;"";0;"";5;0;1;1;1;1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1;1;1;1;"";1;1;1;0;0;0;1;1;1;1;1;0;"";1;1;0;"";"";"";0;"";0;15567672;1;1503;15007;15;1501402;150140205;4;1;1;0;"";1;0;0;0;0;1;0;0
2016;295949;"2º ANO B";07;00;300;49;1;0;1;0;0;26;"";0;"";5;0;1;1;1;1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1;1;1;1;"";1;1;1;0;0;0;0;1;1;1;1;0;"";1;1;0;"";"";"";0;"";0;15567672;1;1503;15007;15;1501402;150140205;4;1;1;0;"";1;0;0;0;0;1;0;0
2016;6089975;"7 ANO TARDE";13;30;285;29;1;0;1;0;0;20;"";0;"";5;0;1;1;1;1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;1;0;1;1;1;0;0;0;0;1;1;1;1;0;0;"";0;0;1;"";"";"";0;"";1;15157393;1;1503;15007;15;1501402;150140205;4;1;1;0;"";1;0;0;0;0;1;0;0
2016;6089899;"3 ANO TARDE";13;30;240;12;1;0;1;0;0;16;"";0;"";5;0;1;1;1;1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1;"";1;1;1;0;0;0;0;1;1;1;1;0;1;0;"";0;1;"";"";"";0;"";0;15157393;1;1503;15007;15;1501402;150140205;4;1;1;0;"";1;0;0;0;0;1;0;0
2016;213488;"6º ANO B";07;00;300;46;1;0;1;0;0;19;"";0;"";5;0;1;1;1;1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;1;0;1;1;1;0;0;0;0;1;1;1;1;0;0;"";0;0;0;"";"";"";0;"";1;15567672;1;1503;15007;15;1501402;150140205;4;1;1;0;"";1;0;0;0;0;1;0;0
2016;214105;"7º ANO B";07;00;300;46;1;0;1;0;0;20;"";0;"";5;0;1;1;1;1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;1;0;1;1;1;0;0;0;0;1;1;1;1;0;0;"";0;0;0;"";"";"";0;"";1;15567672;1;1503;15007;15;1501402;150140205;4;1;1;0;"";1;0;0;0;0;1;0;0
2016;6073834;JD216;07;30;240;8;1;0;1;0;0;2;"";0;"";5;0;1;1;1;1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";15140571;1;1503;15007;15;1501402;150140260;4;1;1;0;"";1;0;0;0;0;1;0;0
2016;6089877;"2 ANO TARDE";13;30;240;7;1;0;1;0;0;15;"";0;"";5;0;1;1;1;1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1;"";1;1;1;0;0;0;0;1;1;1;1;0;1;0;"";0;1;"";"";"";0;"";0;15157393;1;1503;15007;15;1501402;150140205;4;1;1;0;"";1;0;0;0;0;1;0;0
2016;6090626;"JARDIM 1";07;30;240;8;1;0;1;0;0;2;"";0;"";5;0;1;1;1;1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";15042359;1;1503;15007;15;1501402;150140205;4;1;1;0;"";1;0;0;0;0;2;0;0
2016;214106;"8º ANO B";07;00;300;54;1;0;1;0;0;21;"";0;"";5;0;1;1;1;1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;1;0;1;1;1;0;0;0;0;1;1;1;1;0;0;"";0;0;0;"";"";"";0;"";1;15567672;1;1503;15007;15;1501402;150140205;4;1;1;0;"";1;0;0;0;0;1;0;0
2016;6090703;"2º ANO A";07;15;255;38;1;0;1;0;0;15;"";0;"";5;0;1;1;1;1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1;"";1;1;1;0;0;0;0;1;1;1;1;0;1;0;"";0;0;"";"";"";0;"";1;15564665;1;1503;15007;15;1501402;150140205;4;1;4;1;1;0;0;0;0;1;1;0;0
2016;6097100;"9º ANO";07;30;285;19;1;0;1;0;0;41;"";0;"";5;0;1;1;1;1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;1;0;1;1;1;0;0;0;0;1;1;1;1;0;0;"";0;0;0;"";"";"";0;"";1;15042359;1;1503;15007;15;1501402;150140205;4;1;1;0;"";1;0;0;0;0;2;0;0
2016;235367;21;07;30;270;26;1;0;1;0;0;16;"";0;"";5;0;1;1;1;1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1;"";1;1;1;0;0;0;0;1;1;1;1;0;1;0;"";0;0;"";"";"";0;"";0;15038912;1;1503;15007;15;1501402;150140205;4;1;1;0;"";0;0;0;0;1;1;0;0
2016;235368;22;13;30;270;15;1;0;1;0;0;16;"";0;"";5;0;1;1;1;1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1;"";1;1;1;0;0;0;0;1;1;1;1;0;1;0;"";0;0;"";"";"";0;"";0;15038912;1;1503;15007;15;1501402;150140205;4;1;1;0;"";0;0;0;0;1;1;0;0
2016;6081374;3ANOM;07;30;240;14;1;0;1;0;0;16;"";0;"";5;0;1;1;1;1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1;"";1;1;1;0;0;0;0;0;0;1;1;0;1;0;"";0;0;"";"";"";0;"";0;15173011;1;1503;15007;15;1501402;150140205;4;1;1;0;"";1;0;0;0;0;2;0;0
2016;6094634;F5T902;13;30;240;2;1;0;1;0;0;17;"";0;"";5;0;1;1;1;1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1;"";1;1;1;0;0;0;0;1;1;1;1;0;1;0;"";0;0;"";"";"";0;"";1;15159329;1;1503;15007;15;1501402;150140205;4;1;1;0;"";1;0;0;0;0;2;0;0
2016;6094590;F4M903;07;30;240;19;1;0;1;0;0;17;"";0;"";5;0;1;1;1;1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1;"";1;1;1;0;0;0;0;1;1;1;1;0;1;0;"";0;0;"";"";"";0;"";1;15159329;1;1503;15007;15;1501402;150140205;4;1;1;0;"";1;0;0;0;0;2;0;0
2016;6096960;"6º ANO";07;30;285;39;1;0;1;0;0;19;"";0;"";5;0;1;1;1;1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;1;0;1;1;1;0;0;0;0;1;1;1;1;0;0;"";0;0;0;"";"";"";0;"";1;15042359;1;1503;15007;15;1501402;150140205;4;1;1;0;"";1;0;0;0;0;2;0;0
2016;6090653;"JARDIM 2";07;30;240;22;1;0;1;0;0;2;"";0;"";5;0;1;1;1;1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";15042359;1;1503;15007;15;1501402;150140205;4;1;1;0;"";1;0;0;0;0;2;0;0
2016;6094064;"1º ANO C";13;15;255;29;1;0;1;0;0;14;"";0;"";5;0;1;1;1;1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1;"";1;1;1;0;0;0;0;1;1;1;1;0;1;0;"";0;0;"";"";"";0;"";1;15564665;1;1503;15007;15;1501402;150140205;4;1;4;1;1;0;0;0;0;1;1;0;0
2016;235376;62;13;30;250;27;1;0;1;0;0;20;"";0;"";5;0;1;1;1;1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;1;0;1;1;1;0;0;0;0;1;1;1;1;0;1;"";0;0;0;"";"";"";0;"";0;15038912;1;1503;15007;15;1501402;150140205;4;1;1;0;"";0;0;0;0;1;1;0;0
2016;235377;71;07;30;250;27;1;0;1;0;0;21;"";0;"";5;0;1;1;1;1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;1;0;1;1;1;0;0;0;0;1;1;1;1;0;1;"";0;0;0;"";"";"";0;"";1;15038912;1;1503;15007;15;1501402;150140205;4;1;1;0;"";0;0;0;0;1;1;0;0
2016;6079447;"2º ANO B - TARDDE";13;30;240;18;1;0;1;0;0;15;"";0;"";5;0;1;1;1;1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1;"";1;1;1;0;0;0;0;1;1;1;1;1;1;0;"";0;1;"";"";"";0;"";0;15098745;1;1503;15007;15;1501402;150140205;4;1;1;0;"";1;0;0;0;0;1;0;0
2016;6079258;"1ºANO16";07;30;240;11;1;0;1;0;0;14;"";0;"";5;0;1;1;1;1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1;"";1;1;1;0;0;0;0;1;1;1;1;0;1;0;"";0;0;"";"";"";0;"";0;15140571;1;1503;15007;15;1501402;150140260;4;1;1;0;"";1;0;0;0;0;1;0;0
2016;6079441;"2º ANO A - MANHA";07;30;240;27;1;0;1;0;0;15;"";0;"";5;0;1;1;1;1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1;"";1;1;1;0;0;0;0;1;1;1;1;1;1;0;"";0;1;"";"";"";0;"";0;15098745;1;1503;15007;15;1501402;150140205;4;1;1;0;"";1;0;0;0;0;1;0;0
2016;86163;"JARDIM I MANHA";07;30;225;15;1;0;1;0;0;2;"";0;"";5;0;1;1;1;1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";15098672;1;1503;15007;15;1501402;150140205;4;1;1;0;"";1;0;0;0;0;1;0;0
2016;86166;"JARDIM I TARDE";13;30;225;7;1;0;1;0;0;2;"";0;"";5;0;1;1;1;1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";15098672;1;1503;15007;15;1501402;150140205;4;1;1;0;"";1;0;0;0;0;1;0;0
2016;86234;"JARIM II TARDE";13;30;225;13;1;0;1;0;0;2;"";0;"";5;0;1;1;1;1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";15098672;1;1503;15007;15;1501402;150140205;4;1;1;0;"";1;0;0;0;0;1;0;0
2016;86447;"ENSINO FUNDAMENTAL DE 9 ANOS - 1º ANO TARDE";13;30;225;18;1;0;1;0;0;14;"";0;"";5;0;1;1;1;1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1;"";1;1;1;0;0;0;0;1;1;0;0;0;0;1;"";1;0;"";"";"";0;"";0;15098672;1;1503;15007;15;1501402;150140205;4;1;1;0;"";1;0;0;0;0;1;0;0
2016;86584;"ENSINO FUNDAMENTAL DE 9 ANOS - 2º ANO MANHA";07;30;240;22;1;0;1;0;0;15;"";0;"";5;0;1;1;1;1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1;"";1;1;1;0;0;0;0;1;1;0;0;0;0;1;"";1;0;"";"";"";0;"";0;15098672;1;1503;15007;15;1501402;150140205;4;1;1;0;"";1;0;0;0;0;1;0;0
2016;5953496;"ENSINO FUNDAMENTAL DE 9 ANOS - 2º ANO TARDE";13;30;240;12;1;0;1;0;0;15;"";0;"";5;0;1;1;1;1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1;"";1;1;1;0;0;0;0;1;1;0;0;0;0;1;"";1;0;"";"";"";0;"";0;15098672;1;1503;15007;15;1501402;150140205;4;1;1;0;"";1;0;0;0;0;1;0;0
2016;86598;"ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO MANHA";07;30;240;25;1;0;1;0;0;16;"";0;"";5;0;1;1;1;1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1;"";1;1;1;0;0;0;0;1;1;0;0;0;0;1;"";1;0;"";"";"";0;"";0;15098672;1;1503;15007;15;1501402;150140205;4;1;1;0;"";1;0;0;0;0;1;0;0
2016;5968481;"ENSINO FUNDAMENTAL DE 9 ANOS - 4º ANO MANHA";07;30;240;21;1;0;1;0;0;17;"";0;"";5;0;1;1;1;1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1;"";1;1;1;0;0;0;0;1;1;0;0;0;0;1;"";1;0;"";"";"";0;"";0;15098672;1;1503;15007;15;1501402;150140205;4;1;1;0;"";1;0;0;0;0;1;0;0
2016;87529;"ENSINO FUNDAMENTAL DE 9 ANOS - 4º ANO TARDE";13;30;240;14;1;0;1;0;0;17;"";0;"";5;0;1;1;1;1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1;"";1;1;1;0;0;0;0;1;1;0;0;0;0;1;"";1;0;"";"";"";0;"";0;15098672;1;1503;15007;15;1501402;150140205;4;1;1;0;"";1;0;0;0;0;1;0;0
2016;235370;32;13;30;270;25;1;0;1;0;0;17;"";0;"";5;0;1;1;1;1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1;"";1;1;1;0;0;0;0;1;1;1;1;0;1;0;"";0;0;"";"";"";0;"";0;15038912;1;1503;15007;15;1501402;150140205;4;1;1;0;"";0;0;0;0;1;1;0;0
2016;235371;41;07;30;270;36;1;0;1;0;0;18;"";0;"";5;0;1;1;1;1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1;"";1;1;1;0;0;0;0;1;1;1;1;0;1;0;"";0;0;"";"";"";0;"";0;15038912;1;1503;15007;15;1501402;150140205;4;1;1;0;"";0;0;0;0;1;1;0;0
2016;235373;51;07;30;250;37;1;0;1;0;0;19;"";0;"";5;0;1;1;1;1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;1;0;1;1;1;0;0;0;0;1;1;1;1;0;1;"";0;0;0;"";"";"";0;"";0;15038912;1;1503;15007;15;1501402;150140205;4;1;1;0;"";0;0;0;0;1;1;0;0
2016;6094366;"8º ANO";07;30;285;28;1;0;1;0;0;21;"";0;"";5;0;1;1;1;1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;1;0;1;1;1;0;0;0;0;1;1;1;1;0;0;"";0;0;0;"";"";"";0;"";1;15042359;1;1503;15007;15;1501402;150140205;4;1;1;0;"";1;0;0;0;0;2;0;0
2016;6079215;JD116;07;30;240;9;1;0;1;0;0;2;"";0;"";5;0;1;1;1;1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";15140571;1;1503;15007;15;1501402;150140260;4;1;1;0;"";1;0;0;0;0;1;0;0
2016;6079269;MATERNAL;07;30;240;6;1;0;1;0;0;3;"";0;"";5;0;1;1;1;1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";15159884;1;1503;15007;15;1501402;150140205;4;1;1;0;"";1;0;0;0;0;1;0;0
